dji_close          ,vix_close           ,total_closures      ,time
0.0                ,0.10001855514229063 ,0.05755395683453238 ,20171
0.08158594705455968,0.09475990631938769 ,0.02877697841726619 ,20172
0.14466016731868203,0.11953109071135948 ,0.014388489208633101,20173
0.12278270760117582,0.2030564811332869  ,0.0                 ,20174
0.16264625005533961,0.049691996777409875,0.014388489208633101,20175
0.2228855067869837 ,0.026179497376870198,0.02877697841726619 ,20176
0.2645417591526624 ,0.009377410125977481,0.03597122302158273 ,20177
0.31716649590856294,0.12477978831165504 ,0.06474820143884893 ,20178
0.3581715391600624 ,0.021078480557770396,0.05035971223021583 ,20179
0.9322240242017017 ,0.06318756124987401 ,0.1510791366906475  ,20181
0.8021788779695003 ,0.8321775650479397  ,0.5611510791366907  ,20182
0.7390317724330089 ,0.60011689403343    ,1.0                 ,20183
0.695082556170644  ,0.5491183815140481  ,0.7050359712230216  ,20184
0.7375078358825808 ,0.2697040022502455  ,0.20863309352517986 ,20185
0.7719098588740079 ,0.2395948067057302  ,0.11510791366906475 ,20186
0.8016548972080035 ,0.20381878466339376 ,0.2158273381294964  ,20187
0.9047073733498463 ,0.16330930936733734 ,0.3381294964028777  ,20188
1.0                ,0.18782893914863896 ,0.37410071942446044 ,20189
0.6719317259863722 ,0.6371132508509518  ,0.19424460431654678 ,20191
0.9008396538653036 ,0.3445767803641475  ,0.1510791366906475  ,20192
0.9136886382360272 ,0.30399484534893206 ,0.007194244604316551,20193
0.49459676225676175,0.0                 ,0.04316546762589929 ,201710
0.5770840327540334 ,0.027989610945918897,0.03597122302158273 ,201711
0.7332153256778269 ,0.009377410125977481,0.07194244604316548 ,201712
0.9014428703681974 ,0.6222621909054595  ,0.40287769784172667 ,201810
0.8459972683262453 ,0.6247490202051094  ,0.5107913669064749  ,201811
0.6162357787804571 ,1.0                 ,0.36690647482014394 ,201812
